Serial Number,2010 Deposits,2011 Deposits,2012 Deposits,2013 Deposits,2014 Deposits,2015 Deposits,2016 Deposits
1213,90947,88750,91814,94529,96869,104506,184741
1214,260124,290068,323959,329584,368146,415979,447978
1215,75930,78201,83198,87241,89436,95076,108627
1216,91547,81196,83968,85014,87723,88793,91046
1217,156530,161182,171116,178103,184435,202212,223118
1218,56023,59510,67070,71341,74088,79722,91958
1219,144290,148804,162021,189047,203814,285437,272509
1220,83261,83741,87180,92581,100481,107596,122101
1221,104867,98349,94684,91946,91926,95723,97281
1222,170364,168548,177585,176920,186673,199834,217295
1223,84828,82441,84583,90847,88747,95548,107374
1224,114899,119617,125983,133039,136213,154791,174187
1225,87453,86308,89681,99633,105759,117517,127863
1226,287293,321450,369981,402989,439698,505132,572726
1227,142558,145274,155661,157856,175391,195491,219601
1228,173880,176750,192215,198549,211186,237446,277294
1229,187081,206063,214163,2696197,2876314,3061273,3407964
1230,192884,196395,202400,202272,214327,244806,297072
1231,50500,50012,52333,57327,62044,70117,80213
1232,119454,301508,160254,175832,215372,231014,296584
1233,113549,120466,128896,156987,176327,169297,181627
1234,131372,139847,171099,228230,333339,283547,325883
1235,192534,193220,206513,208535,220875,242262,260968
1236,127296,126927,131679,137395,145536,155260,172333
1237,141557,141784,143990,147508,162303,166767,184503
1238,125237,119464,127971,122944,130273,139228,153194
1239,82446,81343,90073,93504,102424,115845,127120
1240,174816,182610,197554,209024,221274,240967,287929
1241,57737,60561,61602,72021,69521,71429,76599
1242,106266,102899,99251,99456,104099,108716,117032
1243,81834,80452,87228,92924,120162,115507,135190
1244,28434,29529,32077,32566,33636,39480,43181
1245,57126,55409,55510,55118,57506,60230,66617
1246,47263,48238,51012,50377,51935,52867,60344
1247,60691,53325,53041,51616,53497,55106,58395
1248,64179,59774,64926,64213,70389,75421,88428
1249,50260,51422,57777,59319,66642,68986,81805
1250,68860,59725,61014,56404,54624,57434,67894
1251,31608,29832,30559,30681,35160,38389,42854
1252,134215,125963,123078,121129,122354,131596,149308
1253,41116,37137,40519,43007,47567,50871,54676
1254,33201,34061,35893,34224,41291,44851,48184
1255,36364,34391,33179,31956,34136,37249,38374
1256,126839,117664,118729,124151,125751,134567,145323
1257,82926,78813,85056,84211,88504,93274,100680
1258,81018,82645,86569,90453,89602,92640,102049
1259,65982,67150,70896,79954,80630,90647,106551
1260,82009,82135,87751,89160,95422,106970,120905
1261,69136,65661,67318,66387,70131,76661,81237
1262,40885,40136,43941,46082,46497,50771,57774
1263,91400,83919,87996,89983,88787,97391,113912
1264,54428,53235,56290,55485,56617,60648,67278
1265,100425,107466,119495,123428,130559,144590,166847
1266,63501,56714,54794,51753,51968,53835,56218
1267,59153,57147,57997,57815,62251,63325,71756
1268,104407,106768,106725,124347,134419,146504,160626
1269,162684,160213,181630,192542,199064,215277,240302
1270,86046,85990,91895,95139,100361,113809,127478
1271,158897,160335,174227,186581,190336,208712,246165
1272,40562,38743,41415,44331,45553,49801,57808
1273,228062,263230,306619,341173,378704,408066,477750
1274,184006,197952,228676,249402,280993,319521,373484
1275,166535,168398,171431,169544,174895,185502,210774
1276,74523,70834,71496,72009,74753,81579,93560
1277,111038,107284,117352,116185,119574,126930,139671
1278,75375,77547,78876,79262,85466,93629,100572
1279,94408,90751,94767,91821,96622,103561,116322
1280,85705,86621,96827,101368,106530,116372,135228
1281,73617,70408,74323,76613,84400,89518,104906
1282,68616,65218,67566,65823,69202,77172,81428
1283,94360,99275,109049,114466,128029,142731,159455
1284,92739,89957,91273,86270,87768,96884,105574
1285,67419,63575,62261,64571,65248,70392,76049
1286,364648,831942,1330704,1718837,3811428,3909220,4328510
1287,131812,127644,139848,144756,162846,182596,239816
1288,75988,83365,96326,100871,106293,115890,133162
1289,203397,204716,218051,223561,243725,265676,296858
1290,161337,171756,196878,199024,213388,257226,291207
1291,56832,58462,62884,64511,70201,73555,77404
1292,74247,64041,67737,71811,76206,82021,84568
1293,57168,63974,67375,72233,75518,86273,196834
1294,76955,78730,83384,86056,86688,99030,106362
1295,188613,195869,203217,215776,236163,263248,298102
1296,126560,123618,121209,118287,113663,119559,131705
1297,141639,149054,177620,190806,221642,240864,272159
1298,172947,164671,167047,166150,163343,177815,197118
1299,79023,86422,90809,99266,100382,122156,149383
1300,134239,126798,127883,121759,133712,143734,151624
1301,145526,154627,171430,186171,202703,220246,245793
1302,83104,84157,87395,91455,94861,106865,118785
1303,79245,87335,98808,120262,172954,211029,207680
1304,151395,160075,167117,157002,163600,178104,194599
1305,122703,127050,132917,129461,136662,150391,165050
1306,193229,191195,200899,197263,198511,219121,237802
1307,92960,95158,104387,99503,107809,114861,127534
1308,203796,214163,237472,253697,283174,307430,345654
1309,83879,82395,83197,85221,83869,93669,106395
1310,73490,77521,75888,77935,77641,96394,104699
1311,104973,118877,156364,175410,217090,248084,285424
1312,139319,148268,158415,178832,209107,229245,269802
1313,138664,146953,164955,173317,184872,228915,244544
1314,27561,27527,29573,28265,28750,30569,33559
1315,192876,199963,202111,213386,223875,249149,282101
1316,200237,200508,205283,213235,213357,225924,239885
1317,152864,148708,161327,157252,157556,165973,168661
1318,111890,120924,128977,139958,145706,167730,191352
1319,141834,151170,158757,177212,204026,216213,254259
1320,98022,97567,104980,118222,117646,129578,145122
1321,89555,92637,104572,111009,131348,156278,170628
1322,121743,138508,173684,174622,198909,193549,212451
1323,89778,90074,93612,96805,104089,113452,132374
1324,128559,140465,145833,143811,158674,172811,198414
1325,90444,85645,87039,87929,90925,103254,115834
1326,57780,54171,62060,67247,72496,78214,71728
1327,180733,197452,223162,268978,331211,373509,445999
1328,66491,68977,71646,77465,86315,89800,97639
1329,133880,137987,144276,149507,165435,186142,198450
1330,56874,56218,59089,58464,59667,64580,69731
1331,155224,170211,197394,213072,229386,248593,275228
1332,82699,88533,102302,104334,113195,125332,145784
1333,120339,112004,115660,116837,115416,116975,124015
1334,105951,95638,98645,94595,94903,105041,110163
1335,130536,129748,154323,188962,194796,156886,172540
1336,77087,78849,85501,83043,86527,89137,93623
1337,317838,343989,361784,391200,415809,458586,510643
1338,92679,92232,108062,105120,106358,119839,131506
1339,113787,123959,155231,172649,207119,236618,275525
1340,113426,117427,130131,130802,146230,162591,195285
1341,130082,129630,136467,136994,138745,141906,157715
1342,96831,97537,105104,108960,113733,125338,140591
1343,119330,123184,129956,137709,148199,152124,178074
1344,49490,50520,60419,61519,68985,75485,89081
1345,180764,203893,253222,267087,312392,347234,389555
1346,92077,91924,102573,103108,109397,111859,129833
1347,103906,129343,151426,177065,154788,192493,241762
1348,43449,42831,45804,48262,49640,53709,60818
1349,50800,51706,52436,56407,64859,70652,78185
1350,102683,104733,119178,129251,142501,156899,215573
1351,146261,158917,175887,187908,201200,204048,226410
1352,246562,252523,274041,276294,307739,354091,412197
1353,192598,203312,217045,237582,274437,293084,316033
1354,152872,159530,167314,178180,187470,196786,242134
1355,205440,205503,226692,249292,273035,314471,341309
1356,95979,95192,102607,102382,104317,115915,128118
1357,86575,91404,105000,111578,119920,129960,151459
1358,182718,186510,199669,206575,222752,251346,277844
1359,112233,124555,132880,136369,143699,155295,177158
1360,114015,118979,127131,136930,145876,168125,188419
1361,109042,116406,138589,156046,160170,174129,193368
1362,65706,69336,75400,85069,94577,105560,117050
1363,47965,48917,54304,58713,62943,66865,74929
1364,145174,163681,173508,192031,260365,293085,361620
1365,61934,65205,65970,69909,73714,91611,103026
1366,51868,52250,57249,59993,64562,71111,80026
1367,127010,145251,162891,175223,181717,219904,250441
1368,61591,63631,69052,77710,86415,97009,107718
1369,113071,114941,121364,125481,133137,144861,160632
1370,70051,65535,65196,69384,72687,73773,110641
1371,167652,178300,201364,194966,213019,221706,243580
1372,37860,40055,42044,43777,47289,48497,54196
1373,55941,54202,55296,51477,55087,58115,64150
1374,76292,76333,78541,82719,108277,109940,110424
1375,87265,92632,98223,105681,110431,122626,145601
1376,69312,81138,77066,92542,86896,91604,116434
1377,110968,116854,119895,134046,132880,143138,158843
1378,62233,58444,63267,61835,61308,80681,80891
1379,73779,72872,81440,89561,104789,109527,121762
1380,151840,154479,165915,173311,182128,178345,190242
1381,97607,99048,103443,106909,120180,135313,156244
1382,76085,74192,76719,81156,89646,99407,106198
1383,60185,64196,63257,63597,70300,77986,83790
1384,169892,174750,197983,216984,241821,263610,304700
1385,37822,36972,40211,39952,42101,41241,43786
1386,88069,69085,70596,72633,78572,87796,100908
1387,63292,62484,63221,64856,74345,84406,85729
1388,90879,93850,92433,89927,91276,92962,106759
1389,36913,35550,35275,35744,34390,38680,42705
1390,134082,153344,203315,269990,349398,422258,564562
1391,97685,100719,112852,120689,125464,136063,155699
1392,105064,106447,115309,119808,128359,155058,181757
1393,112509,112434,118065,116515,119016,127472,138041
1394,82053,75854,79844,82146,80337,93021,106103
1395,67346,66992,69513,72034,76524,83813,88992
1396,94394,88260,88706,88097,92746,94711,108333
1397,75812,76153,80593,84901,96561,99997,109162
1398,114051,112892,130376,129804,134927,151187,170762
1399,38941,39593,42146,42296,45610,57490,60545
1400,64335,63896,67895,65300,68121,76077,79197
1401,73663,74872,96858,107079,123010,122617,121653
1402,78164,79169,87256,88138,93519,107494,115520
1403,91315,93691,104369,101614,111557,124362,142649
1404,90796,101506,96852,128545,145772,151310,160075
1405,48549,49868,54433,56163,60320,63232,70501
1406,199902,193229,209686,225691,231751,252805,284685
1407,42792,45800,49176,53954,61483,66919,73694
1408,141269,162716,177359,187001,209334,245023,313252
1409,42500,44622,56900,57432,57110,60726,66128
1410,39031,40196,43947,45521,50623,50033,55838
1411,49781,50258,52937,55160,56266,60677,69167
1412,59477,65715,91251,113238,117746,126787,147237
1413,57110,59115,63057,65903,68183,71742,77983
1414,72191,75482,74368,76612,78545,82284,88826
1415,31392,33408,38268,40380,43495,44971,48191
1416,54248,65858,73778,82523,82858,87095,102719
1417,32384,31115,34741,37454,39305,39190,43194
1418,55817,61422,74576,75959,87903,116712,138598
1419,122445,146952,157208,177045,201973,210444,231575
1420,64120,66562,70702,78415,82484,89037,95631
1421,101031,152587,135695,172258,232442,209883,219282
1422,49418,50830,53811,56673,59804,64442,67770
1423,57824,62280,69315,78479,82798,82897,91872
1424,54308,60676,73115,90573,92954,93082,97559
1425,102893,121272,154803,166415,184220,205059,193150
1426,56012,61570,72832,85455,93573,101089,105598
1427,85842,86478,85541,84859,87254,94062,100635
1428,94049,100569,113391,123321,137846,160725,177011
1429,53175,56141,74836,75852,83426,88647,96125
1430,49400,52614,61805,76042,80824,88559,91328
1431,30458,64897,58896,63503,69522,72709,75890
1432,49257,52547,67733,74061,75940,90847,102684
1433,75014,77161,89107,106039,102478,107139,109528
1434,114825,122531,143009,169346,181088,204373,224561
1435,49751,51355,48140,49226,50978,48398,49909
1436,64722,65532,76138,76183,69808,71247,74065
1437,57482,54279,54557,56280,65518,57411,62572
1438,63814,66865,79877,88392,91427,100520,115038
1439,75203,76676,83829,89212,97330,104047,114029
1440,44606,44678,45934,48801,48268,50339,50641
1441,118504,134333,181454,245480,298351,359681,394819
1442,38257,37458,39239,41911,43558,41824,46217
1443,41076,46303,58449,56497,65643,75026,82196
1444,43912,44527,46905,47240,50546,52428,57399
1445,36864,37654,39276,50774,43787,48721,52208
1446,36541,38266,45936,49346,48962,54208,60583
1447,57807,57973,78240,85014,90538,91845,99501
1448,103080,155652,184975,260279,327606,362504,382740
1449,36695,39513,54711,47934,53447,52430,61008
1450,131908,123989,160309,184354,177268,195120,217202
1451,57493,66468,75831,84570,89514,91617,103719
1452,73314,81443,96404,101662,102624,126990,117067
1453,68086,70608,81552,106279,94711,104170,110670
1454,69525,85727,96063,108796,119736,123054,140818
1455,66372,71981,88948,109224,123481,148641,168379
1456,92807,100224,112816,123198,130489,144735,142674
1457,76614,81212,92478,99230,100248,100454,101444
1458,42233,46626,54065,64528,69247,78762,92402
1459,38104,37251,36864,36993,42648,42776,44330
1460,74215,81578,88109,97838,100232,111639,119147
1461,49600,55079,66332,72224,76659,79372,91721
1462,109361,116302,125231,137692,138746,147772,161753
1463,45777,49096,52779,58774,61722,68152,70016
1464,87949,90288,104386,110848,112208,117515,120530
1465,76341,81563,84074,89902,95889,100175,106042
1466,84340,92730,112529,129455,141351,141430,157373
1467,81296,80792,87792,102620,98085,110359,120150
1468,66499,67599,87719,95969,112469,117194,131552
1469,76154,86361,97901,111195,122290,150180,155641
1470,31308,33520,34365,33882,35789,40463,44616
1471,35907,34076,37818,41065,41256,44779,46108
1472,71022,77086,97872,106970,115389,119347,137027
1473,30414,32953,35396,41324,55058,51401,58412
1474,34567,36023,39391,45703,48864,55726,56265
1475,23372,27711,31708,36359,38695,38159,44961
1476,47052,50720,58916,62164,62207,70826,75450
1477,100096,108260,120603,125007,132654,133355,167004
1478,177199,177310,191317,195866,220837,232847,248963
1479,150284,136871,144065,155068,167398,172748,191779
1480,158892,199146,198791,239153,306832,308068,369897
1481,35263,35236,36871,39804,42349,51440,59205
1482,42662,48661,52951,51863,52807,55889,57389
1483,37481,37673,40733,42486,43331,45650,45926
1484,35948,35952,40402,41404,44855,52422,60318
1485,29436,33999,36869,41336,46601,47744,56295
1486,104625,130911,185978,212372,239882,270304,338908
1487,28203,27190,29433,31871,32413,33049,35835
1488,35858,39979,44900,54979,58034,62613,75088
1489,68145,69833,73960,80732,90648,96768,119347
1490,145248,145573,171996,188136,193331,212497,222887
1491,47795,53085,58502,67798,65718,70507,75874
1492,68301,65774,68680,71802,71876,71128,78688
1493,118939,140484,182228,220963,241061,307889,310378
1494,115648,121716,467393,584055,774418,782961,969928
1495,63676,69128,76361,81834,86935,106281,116084
1496,50158,63766,73857,82012,87399,94982,108112
1497,48698,52722,56978,63866,64548,67070,82408
1498,43383,50655,69859,80401,82209,89686,95123
1499,106348,114935,121991,131763,137268,152488,162198
1500,119366,146677,185696,234451,241544,255928,268878
1501,40688,44125,46371,47807,48777,49481,50962
1502,44625,48574,51691,55376,63422,67690,67149
1503,30116,32825,36776,42381,46857,55266,56715
1504,83971,99518,105998,113837,127558,141212,168252
1505,60896,64125,68606,70690,73286,76049,76517
1506,100776,114548,147486,166955,180796,190455,206864
1507,66180,81614,95950,103735,150925,166505,186097
1508,86376,91289,104658,113638,118752,129170,143406
1509,59723,60216,64089,68607,72649,80410,89886
1510,110550,117845,138698,148781,163358,173929,194478
1511,66759,69429,78413,81259,84437,91958,101901
1512,100201,112127,114119,124824,145749,172413,175831
1513,85422,81788,83936,92891,105134,112442,122240
1514,62966,526935,293824,318896,295185,342473,369996
1515,145972,161541,176844,204318,205795,205615,216360
1516,29985,28743,33433,38601,42597,43076,47621
1517,62902,64069,66417,73505,77008,83926,94235
1518,81244,77654,80689,83367,88924,93370,101593
1519,91697,101869,112940,118777,141058,152343,178611
1520,133150,132725,131294,126014,122358,133263,148365
1521,129739,143998,169222,191032,199126,203097,236855
1522,57346,58357,62325,63687,69593,166324,182015
1523,77688,76538,87635,96646,103054,115596,129701
1524,85078,93208,101716,120716,126516,146008,164211
1525,47728,49073,52426,53119,54439,58732,64440
1526,138671,154924,181337,206193,237876,267251,339126
1527,139991,137916,143890,145922,150180,160063,177696
1528,136597,147207,157007,166315,174548,204519,233689
1529,63518,70568,69514,78038,85747,99109,118938
1530,67442,69030,77242,76377,85214,93300,100646
1531,153068,157495,166518,177294,202311,224376,251334
1532,83896,81467,98320,99376,96487,111187,109906
1533,60850,61212,69694,76869,84226,91214,111431
1534,130066,140136,150022,149163,157463,171116,206551
1535,61743,69422,75659,80735,84700,103011,105126
1536,123911,135680,144643,156083,164028,175586,204617
1537,100838,102767,107936,114794,122488,130741,154683
1538,57725,60011,62814,61891,68326,74116,82410
1539,47086,51551,52502,57720,66439,78368,86669
1540,72910,68175,75056,76300,81585,79968,86075
1541,92279,92203,98795,104190,113596,124696,132548
1542,158351,166796,196315,225890,235333,251086,295330
1543,112434,112970,112150,121116,147190,159357,174125
1544,91303,95561,100748,110462,125871,127286,155944
1545,73041,73133,82241,88401,100434,150215,135271
1546,64691,62924,65634,70193,76792,83164,96635
1547,131505,136089,149917,161245,173463,182813,209562
1548,90364,98271,106957,113833,121401,132179,148074
1549,102065,109079,134683,139600,162771,176132,229577
1550,102273,104193,105403,105477,109428,112158,121997
1551,88832,91881,100566,107605,116186,142026,153402
1552,101259,106211,113963,118237,119691,129192,139623
1553,35772,37431,42112,47167,50776,58923,66143
1554,105862,115559,128269,140129,138898,153548,162993
1555,66873,78366,90385,96466,98988,98182,118222
1556,40214,41300,44666,50179,51887,57745,63853
1557,88957,100390,127232,138463,145336,154642,182827
1558,92001,103130,106327,101292,108757,120662,133036
1559,37009,39116,40212,40923,41077,45952,48881
1560,33504,32463,34294,34942,35398,39924,40623
1561,63776,71816,87942,102348,115386,120660,144004
1562,53211,63697,76132,87262,95538,111387,130201
1563,58598,61007,67965,69897,74908,80977,92555
1564,116787,129229,148418,150903,167800,217463,246948
1565,70380,91985,99769,105999,119322,123277,129953
1566,52455,53636,60448,67419,78004,100402,101227
1567,24010,25059,27651,28287,28401,30930,35602
1568,82440,86187,91753,97880,113583,124907,153868
1569,336919,353073,409054,465316,507329,566721,640386
1570,146971,149910,167823,189854,231370,257671,326205
1571,191132,250590,343102,347634,355275,387846,457714
1572,200660,199670,214476,224135,242209,258132,284907
1573,210373,228526,244350,253145,269186,275649,331759
1574,211797,229795,256783,262325,271704,295310,340944
1575,68084,210052,216158,232402,278839,241154,224994
1576,117075,128063,143211,157485,174491,186132,226732
1577,95796,96345,105639,104091,110076,117760,130548
1578,184714,179736,184700,181342,184978,190798,198657
1579,158636,160444,171038,167623,182266,191536,205501
1580,237818,279932,281795,294933,327534,346425,414782
1581,93434,89864,91912,92860,95925,104241,122659
1582,92841,93127,100602,105241,106956,110090,121313
1583,274260,276647,305733,337786,362112,410535,470207
1584,177089,173975,182401,181886,189510,204586,223951
1585,219909,223072,240426,244413,258956,287722,314257
1586,272532,268528,273650,285971,293918,313091,341725
1587,89896,87586,92907,94638,93881,97529,104071
1588,284869,280304,288313,292435,300873,310020,338985
1589,185680,183376,195780,204631,211594,228534,255884
1590,191991,194675,207244,210713,229544,252462,288940
1591,101782,100041,113086,115681,122381,126898,137640
1592,71901,71657,70740,64425,60583,61733,69981
1593,122295,118947,123000,120455,122745,133838,144806
1594,77834,77516,78271,78790,80169,79100,81847
1595,81916,77254,79628,80330,80669,84866,106789
1596,163343,166498,177557,179251,190597,220863,252247
1597,54300,56220,63147,64645,68069,77862,92229
1598,198243,198005,204635,212560,219709,240071,259860
1599,107093,110344,119922,121444,135635,145240,169393
1600,138437,152729,175871,194252,216176,259451,302600
1601,97740,98731,112261,120980,139327,154109,163399
1602,211051,208299,231031,240859,268602,293129,313851
1603,102106,104374,115308,122122,124045,127412,143482
1604,121661,123103,131943,135818,146517,159688,181537
1605,226115,230511,226835,239744,284798,310078,333359
1606,184778,193033,240361,251938,279661,290340,325048
1607,66551,65139,87135,84095,88431,91552,107566
1608,216055,239853,285605,295479,358543,413410,491526
1609,79563,82003,86964,89143,98810,109616,122742
1610,55321,54812,58294,58678,60376,65270,72941
1611,194010,203252,228943,263532,299479,336171,385077
1612,185835,181032,236131,248557,251567,274563,284996
1613,111059,108319,107244,109316,110122,122312,132511
1614,180544,187024,197490,174852,172254,183971,206075
1615,127857,127239,131544,134085,132242,144470,149953
1616,110133,111447,117873,119299,123788,119105,121469
1617,57532,60853,63186,66059,69986,77293,89017
1618,83743,88967,107945,100237,97855,114627,120620
1619,62742,62927,66160,71207,73471,79107,86855
1620,93047,81125,79726,77033,80577,85100,94670
1621,80008,79898,84301,87395,92369,103150,111511
1622,100576,96875,96571,96221,97959,100484,112927
1623,43202,42788,43116,42646,42937,45114,49790
1624,159743,161162,171228,169376,180509,192087,210562
1625,64940,67287,66352,66813,69411,73176,95793
1626,146144,151739,159943,161407,194033,212260,228298
1627,53420,57903,59308,62312,61411,65006,68109
1628,56703,59841,61142,64271,66181,68817,74374
1629,121640,120407,123761,127136,134623,147122,165758
1630,103367,101856,107969,109948,113567,132231,151886
1631,182044,186536,203761,206204,207973,211233,226091
1632,91564,88571,93535,107034,110243,116488,123365
1633,95433,99743,104131,107230,118153,122213,140616
1634,90579,93354,99492,108298,120948,119783,142630
1635,49867,48904,50255,52209,54313,59318,65170
1636,192750,193748,201617,209694,211333,225402,251520
1637,240655,245626,281947,302007,327876,359946,367994
1638,38044,44041,49844,58574,61231,74668,71410
1639,132545,151011,158743,154554,160377,151293,151902
1640,119454,126824,145595,163084,179422,202207,236470
1641,120249,139484,130907,132947,136329,145353,161430
1642,136203,147903,164056,178476,189851,225429,249191
1643,43141,44896,45756,48284,47445,53774,62953
1644,142601,143580,157076,161364,175650,198909,230437
1645,50830,47373,50184,49331,52509,61435,74528
1646,113171,107209,104427,102183,98996,98555,99297
1647,109874,119928,126150,138362,154391,168724,196932
1648,166991,176509,203011,218780,246850,265594,323147
1649,72396,69592,74321,72629,76944,89063,103147
1650,246963,246999,277161,289966,306959,336403,357107
1651,179608,168900,174881,173885,177755,190847,209628
1652,69753,72678,81534,86553,94664,105994,118046
1653,158472,151964,152332,153519,150815,167940,201267
1654,88388,86423,89791,94514,100328,102446,114933
1655,187032,200077,223170,228009,245180,274318,295294
1656,63260,71226,84122,93024,94818,102371,110154
1657,104629,100896,101953,98864,101251,109356,123804
1658,181715,188953,207806,221609,249687,269224,311057
1659,77375,75854,75925,72364,74909,81948,82651
1660,88102,94430,101540,109661,120196,141723,163257
1661,29369,31331,35269,41894,45599,51219,57192
1662,112177,110996,124659,126702,142427,164469,188903
1663,33368,36468,47270,58839,64097,65029,73067
1664,59494,55220,56848,55297,57773,56898,57937
1665,60328,58107,58715,63567,67639,69105,72201
1666,76171,82480,96438,106723,127946,132104,147549
1667,41546,40238,43411,45078,46565,50371,54040
1668,97745,97994,106087,114452,123782,132977,137067
1669,85055,85167,91713,97879,109672,122571,139384
1670,72969,75464,83133,82358,87978,92247,102556
1671,34941,38332,40006,41887,41260,45251,48117
1672,35275,38970,40792,41072,44491,46801,49435
1673,147403,147527,163456,181008,199586,229469,239917
1674,133276,142108,162778,174086,196983,227815,268841
1675,86637,86993,93643,97433,106407,111842,130398
1676,181289,191143,217453,264633,291377,318539,365830
1677,88947,92303,96984,100111,106937,110974,128307
1678,86170,82009,93654,92573,94746,101929,116257
1679,116777,126494,133932,139213,153499,168327,201534
1680,100588,107321,112669,123469,142081,160364,185421
1681,33969,33587,33980,34528,34141,34551,40411
1682,86959,92046,104393,114913,125720,142765,161445
1683,45770,45975,48956,52283,51166,55682,59631
1684,57902,56590,64793,67410,70191,74269,83379
1685,85418,91453,99320,105995,124396,130122,148229
1686,87267,85125,85039,81227,85104,95158,103705
1687,170046,183608,199668,217559,241450,276981,306735
1688,129322,138672,152589,157498,166469,179447,198876
1689,117774,110292,112545,107573,123930,141119,152455
1690,46096,47949,48627,48129,49556,69035,80325
1691,85077,89589,102136,108727,126255,138097,162104
1692,92239,89344,96351,104292,111068,131052,147349
1693,122518,134557,153813,156629,172875,195003,224314
1694,111428,112699,127786,133335,143721,151907,179862
1695,43762,41710,45563,49714,50225,57488,63578
1696,65352,63164,63500,63979,67551,74064,80647
1697,180280,163850,183764,194260,204292,220041,246855
1698,132304,135543,147688,156515,173345,188790,210382
1699,116985,128332,131761,144430,157067,162217,173568
1700,96665,104104,107619,120245,123266,139000,154070
1701,110205,117472,136301,155081,168206,195540,219477
1702,45743,44942,50837,53981,65160,69003,75525
1703,99569,106675,114880,117637,140685,154850,175904
1704,68150,72084,84188,91571,101571,115350,132752
1705,83943,86940,99104,103463,114974,131032,159054
1706,73946,78720,76401,80447,83263,86139,85867
1707,38125,41372,47195,50781,56445,65683,71864
1708,55367,58807,64979,76061,84256,89824,105399
1709,57521,60917,66334,73880,79352,83453,102898
1710,44608,44993,50350,53916,54644,61370,66744
1711,88396,95010,111092,121794,136042,157952,185758
1712,139804,157539,172922,186007,192135,210088,267168
1713,64890,62724,69287,69636,77717,85887,98151
1714,60745,61417,67382,72532,79569,83448,97370
1715,77944,76322,81700,78544,77272,80216,92850
1716,78018,84192,87724,92625,97648,106690,121340
1717,47575,48927,53209,56507,60629,66600,74573
1718,63569,69058,80059,98596,104045,105037,115213
1719,78481,78290,83513,85503,93748,101573,116052
1720,71639,71985,77276,81002,84576,88760,101178
1721,77379,81519,90599,98070,98792,100302,111125
1722,109711,117283,128676,137079,142996,158115,174119
1723,76809,80647,95276,94483,110281,122096,140710
1724,109197,132822,127834,132220,146477,159482,180916
1725,109069,114667,127171,133138,134593,143186,158573
1726,34425,36802,40767,40351,42392,48446,58707
1727,123159,140388,153404,148291,162548,181445,209243
1728,53139,55867,61609,61688,62756,77728,78091
1729,84878,84250,84646,89650,85973,89774,93773
1730,99004,103160,107934,117640,121730,129303,150630
1731,138610,152467,175368,173618,181884,195866,213946
1732,68427,73478,76419,75237,82794,94015,111570
1733,165999,193014,216116,215869,233110,252044,277909
1734,101544,108090,111063,128935,153307,155782,193916
1735,28962,29027,28272,29202,30348,34655,39523
1736,51454,53167,55695,54058,58330,67727,78016
1737,88745,93263,108734,114101,126065,135256,150955
1738,47328,51601,57518,60914,73602,77738,95498
1739,63786,63040,70246,72604,75790,82405,91622
1740,87905,94236,91622,93109,96837,100078,115648
1741,82421,101629,96033,106559,99307,103833,117599
1742,51223,48180,54700,61053,63008,66884,77057
1743,62621,63619,70045,83516,100988,111217,135505
1744,30796,30325,40929,42165,47809,50482,56806
1745,83390,94093,109139,122077,135565,146203,171325
1746,91515,90851,104572,115206,120046,136342,154324
1747,84718,94149,110575,113536,103363,110608,116789
1748,31826,35274,39605,40102,44488,51192,55931
1749,61927,63631,64518,66786,78443,84529,105288
1750,187599,200558,222480,239328,262644,290023,339862
1751,42347,43442,49817,49732,49553,47823,51314
1752,52120,55775,68558,79432,94127,108786,117891
1753,87263,96913,103310,112410,130836,141620,166175
1754,96155,97243,110803,125419,137784,156704,171500
1755,44642,50013,51346,55288,53064,57595,59849
1756,30582,33811,39050,45828,46205,49743,57250
1757,91312,91235,98645,98724,104844,114206,124236
1758,87920,83470,86010,83591,83523,87202,98056
1759,61643,60859,60501,59936,64597,67829,76595
1760,41879,45505,47819,45486,47604,56240,60885
1761,100575,105367,126451,145905,148731,178491,229766
1762,87057,84000,90450,85077,88041,93539,102173
1763,78948,77789,80181,80793,83609,96198,102772
1764,112319,107185,124363,129236,133613,154531,156800
1765,61300,60437,60189,59302,58821,62110,71017
1766,71711,74952,76151,82839,88296,94205,101836
1767,63550,65819,78042,84981,90568,106566,118225
1768,85461,92756,91773,95193,99068,113121,130610
1769,48206,47364,48199,48575,48025,55320,59071
1770,39472,42005,48011,49412,53879,56052,60284
1771,62346,64388,65313,66167,68160,68568,69473
1772,75783,86383,102895,122041,134340,125524,136054
1773,50566,50389,55020,53207,56134,62215,67041
1774,73716,92087,119164,93913,100495,103307,112974
1775,43771,60917,85401,85611,80161,85412,95888
1776,78782,82059,86874,96705,97652,106444,129334
1777,173963,179457,189352,201284,211721,226157,238929
1778,41732,41473,45263,47298,51926,56606,62873
1779,47914,50867,52283,55421,64881,68063,75248
1780,73035,72968,76114,71952,72428,77840,82457
1781,93832,100450,108496,114102,120192,133873,153170
1782,64357,66672,74948,81397,114167,95382,104254
1783,95327,101934,99764,101609,116724,130096,154790
1784,70992,76089,82435,85071,88045,103033,124547
1785,85938,91108,101829,113703,121888,143959,165128
1786,77963,76613,85802,84936,89357,101911,112156
1787,116743,117947,134788,145564,154301,161660,188123
1788,153058,162705,208858,219568,228569,260261,294384
1789,72536,78638,86537,89130,102521,128089,132337
1790,87647,90426,98970,107630,114464,121522,134662
1791,96743,97915,106209,111976,114046,124213,154753
1792,77096,74112,80934,84525,89262,99052,108745
